Facility Name,address,city,state,zip,pass fail,score
COMMISSARY,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,87*
CASTROVILLE CORNERS,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,81*
SUGAR PLUM,3050 HECKER PASS HY,GILROY,CA,95020,Conditional Pass*,86*
VILLA PASTA & PIZZA,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,92*
UNCLE JOHNS B-B-Q,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,84*
MIGUELITO'S TAQUERIA,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,91*
SAN JUAN GRILL,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,79*
SKEELS ORANGE FREEZE,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,92*
PICNIC GROVE,3050 HECKER PASS HY,GILROY,CA,95020,Pass*,93*
T K NOODLE #7,8660 SAN YSIDRO AV,GILROY,CA,95020,Pass*,90*
CALIFORNIA FRESH,8697 SAN YSIDRO AV,GILROY,CA,95020,Pass,97
TAPIOCA EXPRESS,8650 SAN YSIDRO AV,GILROY,CA,95020,Pass*,80*
KING EGGROLL,8610 SAN YSIDRO AV,GILROY,CA,95020,Pass*,96*
GINGER CAFE,8657 SAN YSIDRO AV,GILROY,CA,95020,Pass*,89*
TOGO'S,1331 1ST ST,GILROY,CA,95020,Pass,100
PATTI'S PERFECT PANTRY,1280 1ST ST,GILROY,CA,95020,Pass,94
FIRST STREET COFFEE EXCHANGE,1211 1ST ST,GILROY,CA,95020,Pass,96
MR HONG'S CHINESE FOOD,1210 1ST ST,GILROY,CA,95020,Pass,70
TEN-JAPAN,1340 1ST ST,GILROY,CA,95020,Pass,89
PIZZA HUT #283687,1171 N 1ST ST,GILROY,CA,95020,Pass,96
MAMA MIA'S IN GILROY,1360 FIRST ST,GILROY,CA,95020,Pass,73
TACO BELL,995 1ST ST,GILROY,CA,95020,Pass,98
QUIK STOP MARKET #4093,8400 CHURCH ST,GILROY,CA,95020,Pass,97
SUBWAY SANDWICHES,197 WELBURN AV,GILROY,CA,95020,Pass,90
STRAW HAT PIZZA,1053 1ST ST,GILROY,CA,95020,Pass,84
LOS COSTENITOS,195 WELBURN AV,GILROY,CA,95020,Pass,76
SUPER DONUT,193 WELBURN AV,GILROY,CA,95020,Pass,83
BAMBOO VILLAGE RESTAURANT,8045 WREN AV,GILROY,CA,95020,Pass,75
DENNY'S RESTAURANT #392,8425 SAN YSIDRO ,GILROY,CA,95020,Pass*,97*
MCDONALD'S #2653,797 1ST ST,GILROY,CA,95020,Pass,88
ARCO AM PM OF GILROY,400 LEAVESLEY RD,GILROY,CA,95020,Pass,97
BBQ 152,8295 MONTEREY ST,GILROY,CA,95020,Pass,88
VICTORIA'S RESTAURANT,757 1ST ST,GILROY,CA,95020,Pass,91
MI PUEBLO FOOD CENTER #20 DELI,727 N 1ST ST,GILROY,CA,95020,Pass,91
MI PUEBLO FOOD CENTER #20 BAKERY,727 N 1ST ST,GILROY,CA,95020,Pass,96
"LONG HOUSE, THE",8195 MONTEREY ST,GILROY,CA,95020,Pass,51
7-ELEVEN FOOD STORE #14301E,691 1ST ST,GILROY,CA,95020,Pass,92
AFC SUSHI @ NOB HILL #602,777 1st ST,GILROY,CA,95020,Pass,100
NOB HILL FOODS #2-BAKERY,777 1ST ST,GILROY,CA,95020,Pass,100
NOB HILL FOODS #2-DELI,777 1ST ST,GILROY,CA,95020,Pass,100
PAPA MURPHY'S PIZZA,767 1st ST,GILROY,CA,95020,Pass,86
MOUNTAIN MIKE'S PIZZA,747 1ST ST,GILROY,CA,95020,Pass,91
YOGOFINA- GILROY,745 FIRST ST,GILROY,CA,95020,Pass,94
NINJA SUSHI,715 1ST ST,GILROY,CA,95020,Pass,100
WIENERSCHNITZEL #629,711 1ST ST,GILROY,CA,95020,Pass,94
STUBBY'S,707 1ST ST,GILROY,CA,95020,Pass*,95*
TACOMANIA,565 1ST ST,GILROY,CA,95020,Pass*,96*
TINAS BAKERY,445 1ST ST,GILROY,CA,95020,Pass,81
VALLARTE'S MARKET,435 1ST ST,GILROY,CA,95020,Pass,89
TAQUERIA Y MARISCOS CHAPALA,303 1ST ST,GILROY,CA,95020,Pass,92
TACOS EL GRULLENSE JAL,251 N 1ST ST,GILROY,CA,95020,Pass,86
JACK IN THE BOX #478,7895 MONTEREY ST,GILROY,CA,95020,Pass,97
GUSD STATE/POWER OF PRESCHOOL AT SWANSTON LN,240 SWANSTON LN,GILROY,CA,95020,Pass,100
BROWNELL MIDDLE SCHOOL SERVERY,7800 CARMEL ST,GILROY,CA,95020,Pass,100
FOSTER FREEZE OF GILROY #205,7880 MONTEREY ST,GILROY,CA,95020,Pass,97
GUSD FOOD SERVICE CENTRAL KITCHEN,2ND & HANNA ST,GILROY,CA,95020,Pass,97
EL ROBLE ELEMENTARY SCHOOL,930 3RD ST,GILROY,CA,95020,Pass,100
ZOCALO DE OAXACA,7820 MONTEREY ST,GILROY,CA,95020,Pass,87
GREAT CHINA GARDEN,7760 MONTEREY ST,GILROY,CA,95020,Pass,92
SEE GRINS RV,7900 ARROYO CL,GILROY,CA,95020,Pass,100
MAIN KITCHEN,290 IOOF AV,GILROY,CA,95020,Pass,97
KITCHEN #2,290 IOOF AV,GILROY,CA,95020,Pass,100
KITCHEN #1,290 IOOF AV,GILROY,CA,95020,Pass,100
ASCENSION SOLORSANO MIDDLE SCHOOL,7121 GRENACHE WY,GILROY,CA,95020,Pass,100
GILROY BOWL,7554 MONTEREY ST,GILROY,CA,95020,Pass*,89*
LOS PERICOS RESTAURANT & TAQUERIA,20 5TH ST,GILROY,CA,95020,Pass,83
CIELITO LINDO RESTAURANT,7460 MONTEREY ST,GILROY,CA,95020,Pass,85
AVIVA WINE CAFE,7423 MONTEREY ST,GILROY,CA,95020,Pass*,97*
"MILIAS RESTAURANT, THE",7397 MONTEREY ST,GILROY,CA,95020,Pass,88
GARLIC CITY RESTAURANT,40 HORNLEIN CT,GILROY,CA,95020,Pass*,91*
ALOHA CLUB,7287 MONTEREY ST,GILROY,CA,95020,Pass,92
IFDES PORTUGUESE HALL,250 OLD GILROY ST,GILROY,CA,95020,Pass,100
GLEN VIEW ELEMENTARY SCHOOL,600 W 8TH ST,GILROY,CA,95020,Pass,95
ELIOT ELEMENTARY SCHOOL,475 OLD GILROY ST,GILROY,CA,95020,Pass,100
COSTCO WHOLESALE #0760 - DELI,7251 CAMINO ARROYO ,GILROY,CA,95020,Pass,100
FOOD SERVICE,7251 CAMINO ARROYO ,GILROY,CA,95020,Pass,100
BAKERY,7251 CAMINO ARROYO ,GILROY,CA,95020,Pass,100
MARISCOS PUERTO VALLARTA 2,7121 MONTEREY ST,GILROY,CA,95020,Pass,89
GILROY HIGH SCHOOL,750 W 10TH ST,GILROY,CA,95020,Pass,100
TACOS AMECA,7001 MONTEREY RD,GILROY,CA,95020,Pass,91
WINGSTOP GILROY,6955 CAMINO ARROYO ,GILROY,CA,95020,Pass*,97*
CHIPOTLE MEXICAN GRILL #2137,6955 CAMINO ARROYO ,GILROY,CA,95020,Pass*,90*
TACOS EL JALISCIENCE,353 E 10TH ST,GILROY,CA,95020,Pass*,100*
SUPER TAQUERIA #4,401 E 10TH ST,GILROY,CA,95020,Pass*,85*
LA SANTA CRUZ BAKERY,340 E 10TH ST,GILROY,CA,95020,Pass*,87*
BLAZIN' BAGELZ,890 RENZ LN,GILROY,CA,95020,Pass,94
SUBWAY SANDWICHES,340 E 10TH ST,GILROY,CA,95020,Pass*,100*
TACO BELL #26235,380 N 10TH ST,GILROY,CA,95020,Pass*,100*
PLATINUM THEATRES,6851 MONTEREY ST,GILROY,CA,95020,Pass,98
FRO YO FEVER,6955 CAMINO ARROYO ST,GILROY,CA,95020,Pass*,100*
TOGO'S & BASKIN ROBBINS,6965 CAMINO ARROYO ,GILROY,CA,95020,Pass,92
SUSHI OMAKASE,6905 CAMINO ARROYO ,GILROY,CA,95020,Pass,91
NEW TUNG KEE NOODLE HOUSE,6905 CAMINO ARROYO ,GILROY,CA,95020,Pass,96
TARGET STORE - DELI,6705 CAMINO ARROYO ,GILROY,CA,95020,Pass,98
BARNES & NOBLE BOOKSELLERS - CAFE,6825 CAMINO ARROYO ,GILROY,CA,95020,Pass*,92*
SONIC DRIVE IN,6921 CAMERON BL,GILROY,CA,95020,Pass*,97*
SUPER TAQUERIA,6951 MONTEREY RD,GILROY,CA,95020,Pass,92
GARLIC FARM TOGOS-BASKIN ROBBIN,5920 TRAVEL PARK CL,GILROY,CA,95020,Pass*,97*
KFC/AW,5884 MONTEREY RD,GILROY,CA,95020,Pass*,98*
PACIFIC DINING @ GAVILAN,5055 SANTA TERESA BL,GILROY,CA,95020,Pass*,72*
7-ELEVEN STORE #2233-16422D,370 LEAVESLEY RD,GILROY,CA,950203607,Pass,88
7-ELEVEN FOOD STORE #16799A,162 W 10TH ST,GILROY,CA,950206501,Pass,87
STARBUCK'S COFFEE #5364,795 1ST ST,GILROY,CA,95035,Pass,92
GARDNER BULLIS SCHOOL,25890 FREMONT AV,LOS,ALTOS,HILLS,Pass*,90*
FREMONT HILLS COUNTRY CLUB SNACK,12889 VISCAINO PL,LOS,ALTOS,HILLS,Pass*,88*
FREMONT HILLS COUNTRY CLUB-KITCHEN,12889 VISCAINO PL,LOS,ALTOS,HILLS,Pass,78
PINEWOOD SCHOOL - UPPER CAMPUS,26800 FREMONT RD,LOS,ALTOS,HILLS,Pass*,94*
MONTCLAIRE ELEMENTARY SCHOOL,1160 ST JOSEPH AV,LOS,ALTOS,CA,Pass,98
BADRY'S CAFE & CATERING,982 DOLORES ST,LOS,ALTOS,CA,Pass,93
JP LIQUORS-DELI,996 LORAINE AV,LOS,ALTOS,CA,Pass,93
LOS ALTOS GOLF & COUNTRY CLUB - MAIN KITCHEN,1560 COUNTRY CLUB DR,LOS,ALTOS,CA,Pass,87
LOS ALTOS GOLF & COUNTRY CLUB-SNACK,1560 COUNTRY CLUB DR,LOS,ALTOS,CA,Pass*,90*
LUCKY #723 - DELI/BAKERY,2175 GRANT RD,LOS,ALTOS,CA,Pass*,95*
ANDRONICO'S COMMUNITY MARKETS-DELI,690 FREMONT AV,LOS,ALTOS,CA,Pass,81
STARBUCK'S COFFEE #5280,654 FREMONT AV,LOS,ALTOS,CA,Pass,94
PINEWOOD SCHOOL-MIDDLE CAMPUS,327 FREMONT AV,LOS,ALTOS,CA,Pass*,94*
ALMOND ELEMENTARY SCHOOL,550 ALMOND AV,LOS,ALTOS,CA,Pass,89
ORIGINAL PANCAKE HOUSE,420 S SAN ANTONIO RD,LOS,ALTOS,CA,Pass,92
JESUIT RETREAT HOUSE,300 MANRESA WY,LOS,ALTOS,CA,Pass*,94*
HILLVIEW SENIOR LUNCH PROGRAM,97 HILLVIEW AV,LOS,ALTOS,CA,Pass*,98*
ROUND TABLE PIZZA #2,399 1ST ST,LOS,ALTOS,CA,Pass,92
BELLA VITA,376 1ST ST,LOS,ALTOS,CA,Pass,94
AKANE JAPANESE RESTAURANT,250 3RD ST,LOS,ALTOS,CA,Pass,90
LOS ALTOS GRILL,233 3RD ST,LOS,ALTOS,CA,Pass,81
LOS ALTOS HIGH SCHOOL,201 ALMOND AV,LOS,ALTOS,CA,Pass,95
LOS ALTOS CULINARY ACADEMY RM 604,201 ALMOND AV,LOS,ALTOS,CA,Pass,90
DRAEGER'S-DELI,342 1ST ST,LOS,ALTOS,CA,Pass,95
AFC SUSHI @ DRAEGER'S 2,342 1ST ST,LOS,ALTOS,CA,Pass,95
LISA'S TEA TREASURES,167 MAIN ST,LOS,ALTOS,CA,Pass,82
LULU'S ON MAIN STREET,163 MAIN ST,LOS,ALTOS,CA,Pass,88
SPOT-A-PIZZA PLACE,133 MAIN ST,LOS,ALTOS,CA,Pass,95
MIKADO,161 MAIN ST,LOS,ALTOS,CA,Pass,84
CASA LUPE MEXICAN RESTAURANT,185 MAIN ST,LOS,ALTOS,CA,Pass,85
ITALIAN DELI,139 MAIN ST,LOS,ALTOS,CA,Pass*,81*
MAIN STREET CAFE AND BOOKS,134 MAIN ST,LOS,ALTOS,CA,Pass,93
SATURA CAKES,200 MAIN ST,LOS,ALTOS,CA,Pass,79
OPA' AUTHENTIC GREEK CUISINE,325 MAIN ST,LOS,ALTOS,CA,Pass,92
LE BOULANGER,305 MAIN ST,LOS,ALTOS,CA,Pass,92
DITTMER'S GOURMET MEATS & WURST-HAN,4540 EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,96*
VOYAGEUR DU TEMPS,288 1ST ST,LOS,ALTOS,CA,Pass,82
CAFE NUR,280 MAIN ST,LOS,ALTOS,CA,Pass,95
POMPEII,100 STATE ST,LOS,ALTOS,CA,Pass*,79*
STARBUCK'S COFFEE #571,296 MAIN ST,LOS,ALTOS,CA,Pass,94
POSH BAGEL,310 MAIN ST,LOS,ALTOS,CA,Pass,94
AMBIENCE RESTAURANT,132 STATE ST,LOS,ALTOS,CA,Pass,100
SUMIKA,236 CENTRAL PLZ,LOS,ALTOS,CA,Pass*,85*
FIRST & MAIN SPORTS LOUNGE,397 MAIN ST,LOS,ALTOS,CA,Pass,74
ALDO LOS ALTOS,388 MAIN ST,LOS,ALTOS,CA,Pass,84
VILLAGE PANTRY,184 2ND ST,LOS,ALTOS,CA,Pass,91
MALTBY'S,101 PLAZA NORTH ,LOS,ALTOS,CA,Pass*,77*
TOUR EIFFEL,200 STATE ST,LOS,ALTOS,CA,Pass,96
RICK'S CAFE LLC,205 STATE ST,LOS,ALTOS,CA,Pass*,93*
SKIP'S PLACE PIZZA,299 1ST ST,LOS,ALTOS,CA,Pass*,73*
SUMO JAPANESE RESTAURANT,355 STATE ST,LOS,ALTOS,CA,Pass,88
FIESTA VALLARTA,301 STATE ST,LOS,ALTOS,CA,Pass,94
PEET'S COFFEE & TEA,367 STATE ST,LOS,ALTOS,CA,Pass*,93*
TIN POT CREAMERY,201 1ST ST,LOS,ALTOS,CA,Pass,96
AFC SUSHI @ SAFEWAY #2814,160 FIRST ST,LOS,ALTOS,CA,Pass*,96*
SAFEWAY #2814 - STARBUCKS,160 FIRST ST,LOS,ALTOS,CA,Pass*,98*
SAFEWAY #2814 - BAKERY,160 FIRST ST,LOS,ALTOS,CA,Pass*,96*
SAFEWAY #2814 - DELI,160 FIRST ST,LOS,ALTOS,CA,Pass*,89*
BUMBLE,145 FIRST ST,LOS,ALTOS,CA,Pass,90
FOREST ON FIRST,129 FIRST ST,LOS,ALTOS,CA,Pass*,78*
CARL'S JR #7033,5000 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,88
THE AMBER CLUB,4926 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,67
JACK IN THE BOX #421,4896 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,82
LHCF - THE TERRACES AT LOS ALTOS,373 PINE LN,LOS,ALTOS,CA,Pass,89
THE TERRACES AT LOS ALTOS - HEALTH CENTER KITCHEN,373 PINE LN,LOS,ALTOS,CA,Pass,84
WHOLE FOODS MARKET-RESTAURANT,4800 EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,88*
WHOLE FOODS MARKET-BAKERY,4800 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,93
KIKKA SUSHI @ WHOLE FOODS MARKET,4800 EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,98*
SMITTEN ICE CREAM,4800 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,98
HUNAN HOMES RESTAURANT,4880 W EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,91*
ESTRELLITA RESTAURANT,971 N SAN ANTONIO RD,LOS,ALTOS,CA,Pass,83
EGAN JR HIGH SCHOOL PTA LUNCH,100 W PORTOLA AV,LOS,ALTOS,CA,Pass*,93*
BULLIS CHARTER SCHOOL,102 W PORTOLA AV,LOS,ALTOS,CA,Pass*,92*
PEET'S COFFEE & TEA,4598 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,85
ESTHER'S GERMAN BAKERY AND CAFE,987 N SAN ANTONIO RD,LOS,ALTOS,CA,Pass,84
ARMADILLO WILLY'S BBQ & CAFE,1031 N SAN ANTONIO RD,LOS,ALTOS,CA,Pass,92
ARCO AM/ PM #83187,988 N SAN ANTONIO RD,LOS,ALTOS,CA,Pass,98
OREGANO'S,4546 EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,88*
SUSHI KO,4546 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,92
SUDAM KOREAN CUISINE,4546 EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,85*
PHO VI HOA RESTAURANT,4546 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,96
FLORENTINE RESTAURANT & PASTA MA,4546 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,96
A GOOD MORNING,4546 EL CAMINO REAL ,LOS,ALTOS,CA,Pass*,74*
SANTA RITA ELEMENT SCHOOL PTA LUNCH,700 LOS ALTOS AV,LOS,ALTOS,CA,Pass,89
RESIDENCE INN BY MARRIOTT,4460 EL CAMIINO REAL ,LOS,ALTOS,CA,Pass,98
SWEET SHOP,994 LOS ALTOS AV,LOS,ALTOS,CA,Pass,100
COURTYARD AT MARRIOTT,4320 EL CAMINO REAL ,LOS,ALTOS,CA,Pass,81
CHEF CHU'S MANDARIN KITCHEN,1067 N SAN ANTONIO RD,LOS,ALTOS,CA,Pass,87
MAIN STREET BAGELS,666 FREMONT AV,LOS,ALTOS,CA,Pass*,96*
RED PEPPER GRILL,2310 HOMESTEAD RD,LOS,ALTOS,CA,Conditional Pass*,75*
LHCF - LOS ALTOS SUB-ACUTE AND REHABILITAION CENTER,809 FREMONT AV,LOS,ALTOS,CA,Pass*,97*
OAK ELEMENTARY SCHOOL,1501 OAK AV,LOS,ALTOS,CA,Pass,87
TOM'S ICE CREAM & GRILL,991 FREMONT AV,LOS,ALTOS,CA,Pass*,90*
CAFE VITALE,987 FREMONT AV,LOS,ALTOS,CA,Pass*,91*
ALOTTA'S,2249 GRANT RD,LOS,ALTOS,CA,Pass,88
BLACH INTERMEDIATE SCHOOL,1120 COVINGTON RD,LOS,ALTOS,CA,Pass,100
LOYOLA ELEMENTARY SCHOOL,770 BERRY AV,LOS,ALTOS,CA,Pass*,100*
LOS ALTOS BAKERY CAFE,692 FREMONT AV,LOS,ALTOS,CA,Pass,90
LOS ALTOS CHRISTIAN SCHOOL,625 MAGDALENA AV,LOS,ALTOS,CA,Pass*,93*
BRIAN'S RESTAURANT,680 FREMONT AV,LOS,ALTOS,CA,Pass,85
RANCHO PIZZA,630 FREMONT AV,LOS,ALTOS,CA,Pass,85
EPICUREAN@PINEWOOD SCHOOL,477 FREMONT AV,LOS,ALTOS,CA,Pass*,97*
COVINGTON SCHOOL,205 COVINGTON RD ,LOS,ALTOS,CA,Pass,92
HIGH TECH BURRITO,790 BLOSSOM HILL RD,LOS,GATOS,CA,Pass,90
KIKKA,720 BLOSSOM HILL RD,LOS,GATOS,CA,Pass*,100*
HOTEL LOS GATOS,210 E MAIN ST,LOS,GATOS,CA,Pass,97
LIVE OAK SR NUTRITION CTR @ LOS GAT,208 E MAIN ST,LOS,GATOS,CA,Pass*,100*
JEWISH COMMUNITY CENTER,14855 OKA RD,LOS,GATOS,CA,Pass*,91*
IA 050913 LEXINGTON SCHOOL,19700 OLD SANTA CRUZ HY,LOS,GATOS,CA,Pass,98
NICK'S NEXT DOOR`,11 COLLEGE AV,LOS,GATOS,CA,Pass*,84*
SPINELLO'S,35 E MAIN ST,LOS,GATOS,CA,Pass,95
YOGURT IN LOVE,33 E MAIN ST,LOS,GATOS,CA,Pass*,95*
BILLY'S BOSTON CHOWDER HOUSE,29 E MAIN ST,LOS,GATOS,CA,Pass,88
PURPLE ONION CAFE,26 E MAIN ST,LOS,GATOS,CA,Pass*,88*
CALIFORNIA CAFE,50 UNIVERSITY AV,LOS,GATOS,CA,Pass,84
WINE CELLAR,50 UNIVERSITY AV,LOS,GATOS,CA,Pass,83
ICING ON THE CAKE,50 W MAIN ST,LOS,GATOS,CA,Pass*,100*
CAMPO DI BOCCE OF LOS GATOS,565 UNIVERSITY AV,LOS,GATOS,CA,Pass,83
SANDWICH MAKER THE,987 UNIVERSITY AV,LOS,GATOS,CA,Pass,98
HULT'S RESTAURANT,165 LOS GATOS-SARATOGA RD,LOS,GATOS,CA,Pass*,80*
MANRESA RESTAURANT,320 VILLAGE LN,LOS,GATOS,CA,Pass,97
AFC SUSHI @ SAFEWAY #2815,470 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,100
T BIRD'S PIZZA,444 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,88
STARBUCKS COFFEE #10343,442 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,100*
SUBWAY #34096,540 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,100
MAPLE LEAF DONUT,540 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,84
ENOTECA LA STORIA,414-416 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,87
CIN-CIN,368 VILLAGE LN,LOS,GATOS,CA,Pass,98
"ZONA ROSA, LLC",81 W MAIN ST,LOS,GATOS,CA,Pass,92
FORBES MILL STEAKHOUSE,206 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,94
LOS GATOS COFFEE ROASTING CO,91 W MAIN ST,LOS,GATOS,CA,Pass,97
CHICAGO STEAK & FISH,330 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,84
THE LEXINGTON HOUSE,40 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,98
DOUBLE D'S SPORTS GRILLE,354 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,85*
CARRY NATIONS,8 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,96
CENTONOVE,109 W MAIN ST,LOS,GATOS,CA,Pass,97
WILLIAMS-SONOMA #528,122 N SANTA CRUZ ,LOS,GATOS,CA,Pass,95
"GARRET STATION, THE",14101 S WINCHESTER BL,LOS,GATOS,CA,Pass*,85*
YUMI YOGURT,464 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,100
LOS GATOS BREWING CO,130 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,92*
SWEET PEA'S CAFE,453 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,87
ANDALE TAQUERIA-6,6 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,85*
DOLCE SPAZIO GELATO,221 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,95*
LOS GATOS BAR & GRILL,15 N SANTA CRUZ ,LOS,GATOS,CA,Pass,96
GILLEY'S COFFEE SHOPPE,47 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,96
ROUND TABLE PIZZA #10,57 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,96*
SAFEWAY STORE #2815- DELI/BAKERY,470 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,89
SAFEWAY STORE#2815- STARBUCKS,470 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,100
SAFEWAY STORE#2815- CHEESE ISLAND,470 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,100
PIZZA MY HEART,9 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,100*
7-ELEVEN FOOD STORE #14221D,657 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,98
THAI SPICE OF LOS GATOS,337 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,93
ALDO'S RESTORANTE & BAR,14109 WINCHESTER BL,LOS,GATOS,CA,Pass,91
MR PICKLE'S SANDWICH SHOP,151 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,89
GREAT BEAR COFFEE COMPANY,19 N SANTA CRUZ AV,LOS,GATOS,CA,Pass*,97*
FLEUR DE COCOA,39 N SANTA CRUZ AV,LOS,GATOS,CA,Pass,98
ANDALE TAQUERIA-21,21 N SANTA CRUZ ,LOS,GATOS,CA,Conditional Pass*,70*
LE BOULANGER-145,145 W MAIN ST,LOS,GATOS,CA,Pass,87
TOLL HOUSE HOTEL,140 S SANTA CRUZ AV,LOS,GATOS,CA,Pass*,94*
C B HANNEGAN'S,208 BACHMAN AV,LOS,GATOS,CA,Pass,86
CB HANNEGANS,208 BACHMAN AV,LOS,GATOS,CA,Pass,85
WILLOW STREET WOOD FIRED PIZZA L,20 S SANTA CRUZ AV,LOS,GATOS,CA,Pass,90
MAIN STREET BURGERS,20 S SANTA CRUZ ,LOS,GATOS,CA,Pass,95
ST MARYS SCHOOL,30 LYNDON AV,LOS,GATOS,CA,Pass,100
DINER OF LOS GATOS,235 LOS GATOS-SARATOGA RD,LOS,GATOS,CA,Pass,82
SAFEWAY-DELI,1500 POLLARD RD,LOS,GATOS,CA,Pass*,96*
ROUND TABLE PIZZA #34,1472 POLLARD RD,LOS,GATOS,CA,Pass,92
SK DONUTS,1440 POLLARD RD,LOS,GATOS,CA,Pass,100
2 PESOS TAQUERIA,1452 POLLARD RD,LOS,GATOS,CA,Pass,82
VENTURE CHRISTIAN CHURCH (KITCHEN AREA),16845 HICKS RD,LOS,GATOS,CA,Pass,92
STARBUCKS #20186,14180 BLOSSOM HILL RD,LOS,GATOS,CA,Pass*,91*
STRATFORD SCHOOL,220 KENSINGTON WY,LOS,GATOS,CA,Pass,86
AFC SUSHI @ SAFEWAY #1245,15549 UNION AV,LOS,GATOS,CA,Pass,98
SWEET RETREAT,15545 UNION AV,LOS,GATOS,CA,Pass,94
CHOCOLATE DREAM BOX,15557 UNION AV,LOS,GATOS,CA,Pass,100
EDIBLE ARRANGEMENTS,15553 UNION AV,LOS,GATOS,CA,Pass,93
SAFEWAY #1245-BAKERY,15549 UNION AV,LOS,GATOS,CA,Pass,97
SAFEWAY DELI,15549 UNION AV,LOS,GATOS,CA,Pass,94
ALTA VISTA ELEMENTARY SCHOOL,200 BLOSSOM VALLEY DR,LOS,GATOS,CA,Pass,92
HILLBROOK SCHOOL,300 MARCHMONT DR,LOS,GATOS,CA,Pass,79
LHCF - STONEBROOK HEALTH AND REHABILITATION,350 DE SOTO DR,LOS,GATOS,CA,Pass,100
BLOSSOM HILL SCHOOL,16400 BLOSSOM HILL RD,LOS,GATOS,CA,Pass,98
TOGO'S LOS GATOS,794 BLOSSOM HILL RD,LOS,GATOS,CA,Pass,84
SHANGRI LA CHINESE RESTAURANT,784 BLOSSOM HILL RD,LOS,GATOS,CA,Pass,83
FLC KITCHEN,16330 LOS GATOS BL,LOS,GATOS,CA,Pass,95
WHOLE FOODS MARKET #2-DELI,15980 N LOS GATOS BL,LOS,GATOS,CA,Pass,82
KIKKA @ WHOLE FOODS,15980 LOS GATOS BL,LOS,GATOS,CA,Pass,96
PEET'S COFFEE & TEA #217,798 BLOSSOM HILL RD,LOS,GATOS,CA,Pass,100
LHCF - WOODLANDS HEALTHCARE CENTER,14966 TERRENO DE FLORES LN,LOS,GATOS,CA,Pass,98
LHCF - VASONA CREEK HEALTHCARE,16412 LOS GATOS BL,LOS,GATOS,CA,Pass,89
TOP THIS PIZZA,15466 LOS GATOS BL,LOS,GATOS,CA,Pass,98
NOB HILL FOODS-15710-DELI & SE,15710 LOS GATOS BL,LOS,GATOS,CA,Pass,97
NOB HILL #604 BAKERY,15710 LOS GATOS BL,LOS,GATOS,CA,Pass,100
UNA MAS MEXICAN GRILL,15724 LOS GATOS BL,LOS,GATOS,CA,Pass,55
VIVA PRIMAVERA,15970 LOS GATOS BL,LOS,GATOS,CA,Pass,84
NOAH'S NEW YORK BAGELS #2121,15996 LOS GATOS BLVD ,LOS,GATOS,CA,Pass,53
LOUISE VAN METER SCHOOL,16445 LOS GATOS BL,LOS,GATOS,CA,Pass,98
