Facility Name,address,city,state,zip,pass fail,score
YUMMY CHAO ZHOU,1688 ALUM ROCK AV,SAN,JOSE,CA,Pass,77
EL CATRIN BAR,2255 ALUM ROCK AV,SAN,JOSE,CA,Pass,94
XANH CAFE,1915 ALUM ROCK AV,SAN,JOSE,CA,Pass,79
CHEF P'S RESTAURANT,22 N JACKSON AV,SAN,JOSE,CA,Pass,72
MARISCOS LA COSTA,1805 ALUM ROCK AV,SAN,JOSE,CA,Pass,92
EL CHALATECO,1694 ALUM ROCK AV,SAN,JOSE,CA,Pass,92
NACOS TACOS,1925 ALUM ROCK AV,SAN,JOSE,CA,Pass,83
MEXICO BAKERY INC,1560 ALUM ROCK AV,SAN,JOSE,CA,Pass*,74*
POPULAR BAKERY,1636 ALUM ROCK AV,SAN,JOSE,CA,Pass,100
LHCF - VISTA MANOR NURSING CENTER,120 JOSE FIGUERES AV,SAN,JOSE,CA,Pass,100
SWEET PASSIONS BAKERY,1512 ALUM ROCK AV,SAN,JOSE,CA,Pass,89
7-ELEVEN FOOD STORE #18039C,1639 ALUM ROCK AV,SAN,JOSE,CA,Pass*,100*
TACOS Y ANTOJITOS EL GALLO INC.,1520 ALUM ROCK AV,SAN,JOSE,CA,Pass*,83*
EL PATIO RESTAURANT CAFE,1635 ALUM ROCK AV,SAN,JOSE,CA,Pass*,100*
CAFE DOCANTO,7 N 33RD ST,SAN,JOSE,CA,Pass,97
BLOCKERS COCKTAIL LOUNGE,1246 E SANTA CLARA ST,SAN,JOSE,CA,Pass,89
TRADE RITE MARKET - DELI,1555 ALUM ROCK AV,SAN,JOSE,CA,Pass,92
LOS JARRITOS,1527 ALUM ROCK ,SAN,JOSE,CA,Pass,67
MAIWAND KABOB HOUSE,1202 E SANTA CLARA ST,SAN,JOSE,CA,Pass,90
PLAZA GARIBALDI RESTAURANT,1170 E SANTA CLARA ST,SAN,JOSE,CA,Pass,86
LINDA'S MEXICAN FOOD,1179 E SANTA CLARA ST,SAN,JOSE,CA,Pass,61
7-ELEVEN STORE #2367-36004A,1255 E SANTA CLARA ST,SAN,JOSE,CA,Pass,96
RIVIERA EVP,101 JOSE FIGUERES AV,SAN,JOSE,CA,Pass,79
MCDONALD'S #2888,1299 E SANTA CLARA ST,SAN,JOSE,CA,Pass,73
POSSO PORTUGUESE COMMUNITY CENTER,1115 E SANTA CLARA ST,SAN,JOSE,CA,Pass,90
CHAPARRAL SUPER MARKET-BAKERY,1001 E SANTA CLARA ST,SAN,JOSE,CA,Pass,95
CHAPARRAL SUPERMARKET-TAQUERIA,1001 E SANTA CLARA ST,SAN,JOSE,CA,Pass,85
LINDA'S BAKERY & GIFT,872 E SANTA CLARA ST,SAN,JOSE,CA,Pass*,100*
SAN JOSE HIGH SCHOOL,275 N 24TH ST,SAN,JOSE,CA,Pass,95
CENTRO LEONINO DA CALIFORNIA,1304 E JULIAN ST,SAN,JOSE,CA,Pass,86
LHCF - SAN JOSE HEALTH CARE CENTER,180 N JACKSON RD,SAN,JOSE,CA,Pass,96
MR CHAU'S CHINESE FAST FOOD,1608 MCKEE RD,SAN,JOSE,CA,Pass*,97*
BAKERY PANADERIA LA MEJOR,1239 E JULIAN ST,SAN,JOSE,CA,Pass,86
EL AMANECER BAKERY,2042 MCKEE RD,SAN,JOSE,CA,Pass,91
MI LA CAY RESTAURANT,1609 MCKEE RD,SAN,JOSE,CA,Pass,91
GALAXY BAR & RESTAURANT,1615 MCKEE RD,SAN,JOSE,CA,Pass,82
LA ENRAMADA,1635 MCKEE RD,SAN,JOSE,CA,Pass,89
MCKEE ORIENT EXPRESS,1657 MCKEE RD,SAN,JOSE,CA,Pass,90
TAQUERIA EDUARDO #3,1657 MCKEE RD,SAN,JOSE,CA,Pass,96
7-ELEVEN FOOD STORE,1711 MCKEE RD,SAN,JOSE,CA,Pass,84
ESCUELA XOCHITI TONATJUH DBA SUNRISE MIDDLE SCHOOL,1149 E JULIAN ST,SAN,JOSE,CA,Pass,97
TAQUERIA LA GUERA,2042 MCKEE RD,SAN,JOSE,CA,Pass,85
MENDOZA'S RESTAURANT,2122 MCKEE RD,SAN,JOSE,CA,Pass,66
TACOS EL RANCHERITO #2,1729 MCKEE RD,SAN,JOSE,CA,Pass,91
"RENATO'S PIZZA, INC",1711 MCKEE RD,SAN,JOSE,CA,Pass,95
MAY HONG COFFEE & RESTAURANT,1711 MCKEE RD,SAN,JOSE,CA,Pass,85
CHAVEZ SUPERMARKET-RESTAURANT,2327 MCKEE RD,SAN,JOSE,CA,Pass,92
111 BAKERY INC,2347 MCKEE RD,SAN,JOSE,CA,Pass*,78*
ROCKETSHIP DISCOVERY PREP,370 WOOSTER AV,SAN,JOSE,CA,Pass,98
MCDONALD'S RESTAURANT,2353 MCKEE RD,SAN,JOSE,CA,Pass,100
KIM TAR BBQ RESTAURANT,2351 MCKEE RD,SAN,JOSE,CA,Pass*,73*
MCKEE ROUND TABLE,2351 MCKEE RD,SAN,JOSE,CA,Pass,100
PHO BA DAU,1939 ALUM ROCK AV,SAN,JOSE,CA,Pass,55
MI TIERRA MERCADO,1130 E SANTA CLARA ST,SAN,JOSE,CA,Pass,79
TOGOS,1341 S WINCHESTER BL,SAN,JOSE,CA,Pass*,95*
AMBER ELEMENTARY SCHOOL,3500 AMBER DR,SAN,JOSE,CA,Pass*,81*
FLAMES COFFEE SHOP,449 S WINCHESTER BL,SAN,JOSE,CA,Pass*,74*
LYNHAVEN ELEMENTARY SCHOOL,881 S CYPRESS AV,SAN,JOSE,CA,Pass,96
TONY & ALBA'S PIZZA & PASTA,3137 STEVENS CREEK BL,SAN,JOSE,CA,Pass,96
DISCOVERY CHARTER SCHOOL,4021 TEALE AV,SAN,JOSE,CA,Pass,92
BOYNTON HIGH SCHOOL,901 BOYNTON AV,SAN,JOSE,CA,Pass,98
FIRESIDE CAFFE,3245 STEVENS CREEK BL,SAN,JOSE,CA,Pass*,89*
JACK IN THE BOX #590,3395 STEVENS CREEK BL,SAN,JOSE,CA,Pass*,97*
A SLICE OF NEW YORK,3443 STEVENS CREEK BL,SAN,JOSE,CA,Pass*,95*
HARKER MIDDLE SCHOOL,3800 BLACKFORD AV,SAN,JOSE,CA,Pass*,98*
7-ELEVEN FOOD STORE #25834,3500 STEVENS CREEK BL,SAN,JOSE,CA,Pass,95,,
WEST VALLEY MIDDLE SCHOOL,801 HIBISCUS LN,SAN,JOSE,CA,Pass,90,,
BARNES & NOBLE BOOKSELLERS#1944,3600 STEVENS CREEK BL,SAN,JOSE,CA,Pass*,93*,,
MAYFLOWER RESTAURANT,1080 SARATOGA AV,SAN,JOSE,CA,Pass*,91*,,
COURTESY CHEVROLET,3640 STEVENS CREEK BL,SAN,JOSE,CA,Pass*,90*,,
TACO BELL #24789,3690 STEVENS CREEK BL,SAN,JOSE,CA,Pass,98,,
SOONG SOONG INC,3680 STEVENS CREEK BL,SAN,JOSE,CA,Pass,91,,
SUPER BUFFET,3830 STEVENS CREEK LN,SAN,JOSE,CA,Pass*,66*,,
Wingstop #549,5353 Almaden Ex,San,Jose,CA,Fail,,,
PINKBERRY,1110 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,93,,
PEET'S COFFEE & TEA,1110 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,93,,
WINGSTOP #549,5353 ALMADEN EX,SAN,JOSE,CA,Pass*,92*,,
LUNCHSTOP @ SCV WATER DISTRICT,5700 ALMADEN EX,SAN,JOSE,CA,Pass,93,,
GENJI SUSHI@WHOLE FOODS BLL,1146 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,100,,
WHOLE FOODS MARKET-BLL,1146 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,98,,
WHOLE FOODS-BAKERY,1146 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,96,"Jul. 30, 2014","Jul. 31, 2014"
WHOLE FOODS-DELI,1146 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,96
WHOLE FOODS-COFFEE STAND,1146 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,96
YOPOP,5353 ALMADEN EX,SAN,JOSE,CA,Pass,98
RED LOBSTER RESTAURANT #382,5343 ALMADEN EX,SAN,JOSE,CA,Pass,98
DONUT BASKET,1180 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,94
CHEVY'S FRESH MEX RESTAURANT,5305 ALMADEN EX,SAN,JOSE,CA,Pass,96
HOUSE OF PHO,5353 ALMADEN EX,SAN,JOSE,CA,Pass,80
HAPPI HOUSE #6,5353 ALMADEN EX,SAN,JOSE,CA,Pass,92
SUBWAY #45877,5353 ALMADEN EX,SAN,JOSE,CA,Pass,97
BARNES & NOBLE CAFE #2909,5353 ALMADEN EX,SAN,JOSE,CA,Pass,96
L& L HAWIIAN BBQ,5353 ALMADEN EX,SAN,JOSE,CA,Pass,94
STARBUCKS COFFEE #6827,5353 ALMADEN EX,SAN,JOSE,CA,Pass,98
HOUSE OF BAGELS #2,5353 ALMADEN EX,SAN,JOSE,CA,Pass,86
PIONEER HIGH SCHOOL,1290 BLOSSOM HILL RD,SAN,JOSE,CA,Pass*,100*
WAL-MART STORE #5884- DELI,5095 S ALMADEN EX,SAN,JOSE,CA,Pass,97
WAL-MART STORE #5884- BAKERY,5095 S ALMADEN EX,SAN,JOSE,CA,Pass,100
ALMADEN WINERY COMMUN CTR,5730 CHAMBERTIN DR,SAN,JOSE,CA,Pass,100
COSTCO WHOLESALE #470 -DELI,5301 ALMADEN EX,SAN,JOSE,CA,Pass,98
COSTCO WHOLESALE #470,5301 ALMADEN EX,SAN,JOSE,CA,Pass*,98*
COSTCO WHOLESALE #470-BAKERY,5301 ALMADEN EX,SAN,JOSE,CA,Pass*,98*
BOGEY'S PIZZA,5039 ALMADEN EX,SAN,JOSE,CA,Pass,85
SCRAMBL'Z,5055 ALMADEN EX,SAN,JOSE,CA,Pass,88
BRITTANIA ARMS @ 5027,5027 ALMADEN EX,SAN,JOSE,CA,Pass,98
KALINKA,5025 ALMADEN EX,SAN,JOSE,CA,Pass,85
YOGURTLAND,5011 ALMADEN EX,SAN,JOSE,CA,Pass,94
SUBWAY SANDWICH,1317 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,96*
LA VICTORIA TAQUERIA #3,5015 ALMADEN EX,SAN,JOSE,CA,Pass,88
MCDONALD'S,4800 ALMADEN EX,SAN,JOSE,CA,Pass*,96*
SAFEWAY #1574-DELI,4950 ALMADEN EX,SAN,JOSE,CA,Pass,96
CLASSICO CAFE,5005 ALMADEN EX,SAN,JOSE,CA,Pass*,98*
BURGER PIT #11,1349 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,96
TACO BELL #024784,1370 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,96
MCDONALD'S RESTAURANT #4472,1365 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,95
STARBUCK'S COFFEE-PRINCETON,1362 KOOSER RD,SAN,JOSE,CA,Pass*,95*
5TH QUARTER SPORTS BAR & GRILL,1373 KOOSER RD,SAN,JOSE,CA,Pass,92
SUBWAY SANDWICHES #3133,4750 ALMADEN EX,SAN,JOSE,CA,Pass*,95*
BURRITO FACTORY #1,4750 ALMADEN EX,SAN,JOSE,CA,Pass,83
ALMADEN DONUTS,4750 ALMADEN EX,SAN,JOSE,CA,Pass,98
ALMADEN SCHOOL,1295 DENTWOOD DR,SAN,JOSE,CA,Pass*,100*
CHUCK E CHEESE #404,1371 KOOSER RD,SAN,JOSE,CA,Pass,83
BROADWAY HIGH SCHOOL,4825 SPEAK LN,SAN,JOSE,CA,Pass,100
SENOR TACO,1375 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,90
C'EST SI BON BAKERY & CAFE,1375 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,98
CUP & SAUCER,1375 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,98
PAPA MURPHY'S,1375 BLOSSOM HILL RD,SAN,JOSE,CA,Pass,98
MI RANCHO CARNICERIA,1383 KOOSER RD,SAN,JOSE,CA,Pass,89
"SANDWICH MILL, THE",1381 KOOSER RD,SAN,JOSE,CA,Pass,90
JACK IN THE BOX #458,4602 ALMADEN EX,SAN,JOSE,CA,Pass,96
ERIK'S DELI CAFE BRANHAM SQ,4611 ALMADEN EX,SAN,JOSE,CA,Pass,96
BILLS CAFE,1401 KOOSER RD,SAN,JOSE,CA,Pass,93
KENTUCKY FRIED CHICKEN #156,1395 STANWOOD DR,SAN,JOSE,CA,Pass,98
7-ELEVEN FOOD STORE #14255,1413 KOOSER RD,SAN,JOSE,CA,Pass,92
HISSHO SUSHI @ SPROUTS #270,1130 BRANHAM LN,SAN,JOSE,CA,Pass,95
ROUND TABLE PIZZA,1118 BRANHAM LN,SAN,JOSE,CA,Pass*,92*
CARL'S JR #434-7050,1101 BRANHAM LN,SAN,JOSE,CA,Pass,88
SPROUTS FARMERS MARKET #270 - DELI/BAKERY,1130 BRANHAM LN,SAN,JOSE,CA,Pass*,95*
DARTMOUTH MIDDLE SCHOOL,5575 DARTMOUTH DR,SAN,JOSE,CA,Pass*,92*
JOHN MUIR JR HIGH SCHOOL,1260 BRANHAM LN,SAN,JOSE,CA,Pass*,100*
PIZZA HUT-DELIVERY #283322,4605 CHERRY AV,SAN,JOSE,CA,Pass*,92*
FIVE GUYS BURGER & FRIES,5353 ALMADEN BL,SAN,JOSE,CA,Pass*,98*
IDELLA LIETZ ELEMENTARY SCHOOL,5300 CARTER AV,SAN,JOSE,CA,Pass*,97*
7-ELEVEN FOOD STORE #14290,1421 BRANHAM LN,SAN,JOSE,CA,Pass,84
KOKILA'S KITCHEN,1427 BRANHAM LN,SAN,JOSE,CA,Pass,90
HACIENDA VALLEY SCIENCE MAGNET S,1290 KIMBERLY DR,SAN,JOSE,CA,Pass*,100*
DENNY'S RESTAURANT STORE #7388,1140 HILLSDALE AV,SAN,JOSE,CA,Pass,95
MILOHAS,4662 MERIDIAN AV,SAN,JOSE,CA,Pass*,90*
PRESIDENT RESTAURANT,1190 HILLSDALE AV,SAN,JOSE,CA,Pass,76
TAQUERIA LA MORDIDA,1190 HILLSDALE AV,SAN,JOSE,CA,Pass,88
DI PUCCIO'S PASTA SHOP,4710 MERIDIAN AV,SAN,JOSE,CA,Pass,98
BRANHAM HIGH SCHOOL-CAFETERIA,1570 BRANHAM LN,SAN,JOSE,CA,Pass*,100*
CONCESSION BUILDING - BRANHAM HIGH SCHOOL,1570 BRANHAM LN,SAN,JOSE,CA,Pass*,98*
BOBA PUB,1576 BRANHAM LN,SAN,JOSE,CA,Pass,77
SUPREME DONUTS,1093 FOXWORTHY AV,SAN,JOSE,CA,Pass,94
TASTE OF CHINA,1659 BRANHAM LN,SAN,JOSE,CA,Pass,89
DOMINO'S PIZZA #8512,1659 BRANHAM LN,SAN,JOSE,CA,Pass,93
SAFEWAY #997 DELI,1663 BRANHAM LN,SAN,JOSE,CA,Pass,93
SAFEWAY #997 BAKERY,1663 BRANHAM LN,SAN,JOSE,CA,Pass,98
AFC SUSHI @ SAFEWAY #997,1663 BRANHAM LN,SAN,JOSE,CA,Pass,100
BIG E CAFE,1683 BRANHAM LN,SAN,JOSE,CA,Pass,86
SUSHI MANIA,1711 BRANHAM LN,SAN,JOSE,CA,Pass,84
THE HAPPY BAMBOO VEGETARIAN CAFE,1711 BRANHAM LN,SAN,JOSE,CA,Pass,93
SUBWAY #42554,1711 BRANHAM LN,SAN,JOSE,CA,Pass,97
EL POLLO LOCO #3226,1725 BRANHAM LN,SAN,JOSE,CA,Pass,98
MOJO BURGER,1401 FOXWORTHY AV,SAN,JOSE,CA,Pass*,96*
MEXICO LINDO RESTAURANT,1415 FOXWORTHY AV,SAN,JOSE,CA,Pass,96
AFC SUSHI @ZANOTTO'S #5,1421 FOXWORTHY AV,SAN,JOSE,CA,Pass,95
MING'S GARDEN,1431 FOXWORTHY AV,SAN,JOSE,CA,Pass,91
ZANOTTO'S WILLOW GLEN-DELI,1421 FOXWORTHY AV,SAN,JOSE,CA,Pass,96
GIORGIO'S PIZZA HOUSE,1445 FOXWORTHY AV,SAN,JOSE,CA,Pass,96
SUBWAY #30213,1455 FOXWORTHY AV,SAN,JOSE,CA,Pass,79
GOLDEN RICE BOWL RESTAURANT,1705 BRANHAM LN,SAN,JOSE,CA,Pass,83
DONUT BASKET,1705 BRANHAM LN,SAN,JOSE,CA,Pass,91
EMPEROR NORTON,7058 SANTA TERESA BL,SAN,JOSE,CA,Conditional Pass*,63*
SANTA TERESA GOLF COURSE CLUBHOU,260 BERNAL RD,SAN,JOSE,CA,Pass,76
TACO BELL #26329,170 BERNAL RD,SAN,JOSE,CA,Pass,100
SWEET TOMATOES,113 BERNAL RD,SAN,JOSE,CA,Pass,100
FU KEE RESTAURANT,121 BERNAL RD,SAN,JOSE,CA,Pass,93
JULIA BALDWIN SCHOOL,280 MARTINVALE LN,SAN,JOSE,CA,Pass,100
JACK IN THE BOX #3464,6101 SAN IGNACIO AV,SAN,JOSE,CA,Pass,98
REGAL BAGEL,125 BERNAL RD,SAN,JOSE,CA,Pass,91
STARBUCKS COFFEE #5676,125 BERNAL RD,SAN,JOSE,CA,Pass,97
TOGO'S EATERY,125 BERNAL RD,SAN,JOSE,CA,Pass,100
LUCKY'S #759-DELI/BAKERY,129 BERNAL RD,SAN,JOSE,CA,Pass,100
BERNAL INTERMEDIATE SCHOOL,6610 SAN IGNACIO AV,SAN,JOSE,CA,Pass,98
STRATFORD SCHOOL,6670 SAN ANSELMO DR,SAN,JOSE,CA,Pass,100
OAK GROVE SCH DIST TRANSPORTATION,6578 SANTA TERESA BL,SAN,JOSE,CA,Pass,100
SANTA TERESA SCHOOL,6200 ENCINAL DR,SAN,JOSE,CA,Pass,100
SHIKI JAPANESE RESTAURANT,6229 SANTA TERESA BL,SAN,JOSE,CA,Pass,86
MOONBEAN'S COFFEE,6221 SANTA TERESA BL,SAN,JOSE,CA,Pass,95
JACK IN THE BOX #595,6239 SANTA TERESA BL,SAN,JOSE,CA,Pass,90
ROUND TABLE PIZZA #46,6217 SANTA TERESA BL,SAN,JOSE,CA,Pass,95
MORRISON MGMT SERV@KAISER SAN JOSE,250 HOSPITAL PY,SAN,JOSE,CA,Pass,98
CHALLENGER ALMADEN,19950 MCKEAN RD,SAN,JOSE,CA,Pass,97
GRAYSTONE SCHOOL,6982 SHEARWATER DR,SAN,JOSE,CA,Pass,97
ELEMENTS RESTAURANT,6944 ALMADEN EX,SAN,JOSE,CA,Pass,91
WILLIAMS ELEMENTARY SCHOOL,1150 RAJKOVICH WY,SAN,JOSE,CA,Pass,100
COUNTRY SCHOOL,6835 TRINIDAD DR,SAN,JOSE,CA,Pass,94
BURGER KING #7196,6467-10 ALMADEN EX,SAN,JOSE,CA,Pass,98
LEE'S VILLAGE,6471-75 ALMADEN EX,SAN,JOSE,CA,Pass,60
ALMADEN SUSHI,6471-70 ALMADEN EX,SAN,JOSE,CA,Pass,93
TACOS AL PASTOR,6469-50 ALMADEN EX,SAN,JOSE,CA,Pass,69
ALMADEN GOLF & COUNTRY CLUB - SNACK SHOP,6663 HAMPTON DR,SAN,JOSE,CA,Pass*,85*
TOGO'S OF ALMADEN VALLEY,6469-60 ALMADEN EX,SAN,JOSE,CA,Pass,85
MAPLE LEAF DONUT SHOP,6469-70 ALMADEN EX,SAN,JOSE,CA,Pass,87
SIMONDS SCHOOL,6515 GRAPEVINE WY,SAN,JOSE,CA,Pass,97
ALMADEN COMMUNITY CENTER & LIBRARY,6445 CAMDEN AV,SAN,JOSE,CA,Pass,98
CASTILLERO JR HIGH SCHOOL,6384 LEYLAND PARK DR,SAN,JOSE,CA,Pass,98
STUDENT STORE,6384 LEYLAND PARK DR,SAN,JOSE,CA,Pass,100
ROUND TABLE PIZZA #120,1159 REDMOND AV,SAN,JOSE,CA,Pass,86
CHARLIE'S CHEESECAKE WORKS,1179 REDMOND AV,SAN,JOSE,CA,Pass,100
HOLY SPIRIT SCHOOL,1198 REDMOND AV,SAN,JOSE,CA,Pass,95
SHOWGI JAPANESE RESTAURANT,5945 ALMADEN EX,SAN,JOSE,CA,Pass,79
ERAWAN THAI CUISINE,5945 ALMADEN EX,SAN,JOSE,CA,Pass,89
LOS ALAMITOS SCHOOL,6130 SILBERMAN ,SAN,JOSE,CA,Pass,98
KABAB COM,6055 MERIDIAN AV,SAN,JOSE,CA,Pass*,70*
LUCKY #762 - BAKERY,6109 MERIDIAN AV,SAN,JOSE,CA,Pass,92
LUCKY #762 - DELI,6109 MERIDIAN AV,SAN,JOSE,CA,Pass,100
ROUND TABLE PIZZA #1,6932 ALMADEN EX,SAN,JOSE,CA,Pass,89
GUADALUPE ELEMENTARY SCHOOL,6044 VERA CRUZ DR,SAN,JOSE,CA,Pass,97
YOGURT LAND,2031 CAMDEN AV,SAN,JOSE,CA,Pass,96
LARK CREEK BLUE,378 SANTANA ROW ,SAN,JOSE,CA,Pass*,86*
PASTRY CUPBOARD AT MONTAGUE CAFE,2860 JUNCTION AV,SAN,JOSE,CA,Pass*,92*
Faela Sweet Drinks,3005 Silver Creek Rd,San,Jose,CA,Fail,
Phi Khanh Vietnamese Foods to Go,1928 Aborn Road,San,Jose,CA,Fail,
J F SMITH ELEMENTARY SCHOOL,2220 WOODBURY LN,SAN,JOSE,CA,Pass,98,,
LAURELWOOD SCHOOL,4280 PARTRIDGE DR,SAN,JOSE,CA,Pass,98,,
CADWALLADER SCHOOL,3799 CADWALLADER RD,SAN,JOSE,CA,Pass,100,,
RAMBLEWOOD ELEMENTARY,1351 LIGHTLAND RD,SAN,JOSE,CA,Pass,98,,
SWEET BASIL,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,66,,
DUC PHUONG TOFU,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,94,"Oct. 15, 2014","Oct. 16, 2014"
HAI NAM SANDWICH,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,66,Oct. 30 2014,"Oct. 31, 2014"
DOVE HILL SCHOOL,1460 COLT WY,SAN,JOSE,CA,Pass,100,,
J J MONTGOMERY SCHOOL,2010 DANIEL MALONEY DR,SAN,JOSE,CA,Pass*,100*,,
T'MATES INC,1051 E CAPITOL EX,SAN,JOSE,CA,Pass,87,,
"LOL CHICKEN, F&B, INC.",1041 CAPITOL EX,SAN,JOSE,CA,Pass,100,,
CRABAHOLIC INC,1011 E CAPITOL EX,SAN,JOSE,CA,Pass,95,,
MCDONALD'S #4949,1033 E CAPITOL EX,SAN,JOSE,CA,Pass,92,,
DI LAC CUISINE VEGETARIAN & TOFU,1644 E CAPITOL EX,SAN,JOSE,CA,Pass,62,,
BEEF NOODLE #1,1611 E CAPITOL EX,SAN,JOSE,CA,Conditional Pass,37,,
THE BOILING CRAB,1631 E CAPITOL EX,SAN,JOSE,CA,Pass,94,,
BUN BO HUE,1631 E CAPITOL EX,SAN,JOSE,CA,Conditional Pass,42
PHOY#1 NOODLE HOUSE INC,1660 E CAPITOL EX,SAN,JOSE,CA,Pass*,96*
SONOMA CHICKEN,1735 E CAPITOL EX,SAN,JOSE,CA,Pass,60
COM TAM THIEN HUONG,1759 E CAPITOL EX,SAN,JOSE,CA,Pass,53
HUNG CHEONG INC.,1031 E CAPITOL EX,SAN,JOSE,CA,Pass,43
POPEYE'S LOUISIANA CHICKEN,1783 E CAPITOL EX,SAN,JOSE,CA,Pass,87
NEW SAM KEE RESTAURANT,1942 ABORN RD,SAN,JOSE,CA,Pass,44
MAXIM MARKET DELI,1930 ABORN RD,SAN,JOSE,CA,Pass,74
PHI KHANH VIETNAMESE FOODS TO GO,1928 ABORN RD,SAN,JOSE,CA,Pass,50
OC CAY DUA,1924 ABORN RD,SAN,JOSE,CA,Pass,54
GOLDILOCKS BAKESHOP & RESTAURANT,1900 ABORN RD,SAN,JOSE,CA,Pass,65
STARBUCKS COFFEE #10313,1847 E CAPITOL EX,SAN,JOSE,CA,Pass*,90*
THIEN LONG RESTAURANT,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,48
HUE CAFE RESTAURANT,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,74
THAI ELEPHANT EXPRESS RESTAURANT,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,87
PHO TAU BAY,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,52
COM GIA DINH,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,82
BO DE RESTAURANT,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,50
FABELA SWEET DRINKS,3005 SILVER CREEK RD,SAN,JOSE,CA,Pass,84
T & T COFFEE LOVERS,1855 ABORN RD,SAN,JOSE,CA,Conditional Pass,57
SIZZLER RESTAURANT,2910 ABORN SQ,SAN,JOSE,CA,Pass,87
8 ELEMENTS,1781 E CAPITOL EX,SAN,JOSE,CA,Pass,68
O B WHALEY SCHOOL,2655 ALVIN AV,SAN,JOSE,CA,Pass,100
LIGHTHOUSE CAFE,1654 BURDETTE DR,SAN,JOSE,CA,Pass,79
NAM VANG,2477 ALVIN AV,SAN,JOSE,CA,Pass,96
VOGUE CAFE,2455 ALVIN AV,SAN,JOSE,CA,Pass,43
AN- DONG TOFU,2435 ALVIN AV,SAN,JOSE,CA,Pass,87
CHUCK E CHEESE,2445 FONTAINE RD,SAN,JOSE,CA,Pass,100
QUYEN COFFEE SHOP,1692 TULLY RD,SAN,JOSE,CA,Pass,90
CHOT NHO 2,2444 ALVIN AV,SAN,JOSE,CA,Pass,88
CARROW'S RESTAURANT #150,1696 TULLY RD,SAN,JOSE,CA,Pass,100
HS SANDWICHES & JUICE,2133 MORRILL AV,SAN,JOSE,CA,Pass,93
Cha Ca Long Phung,2145 Tully Rd,San,Jose,CA,Fail,,,
Poloma Café,1111 Story Road,San,Jose,CA,Fail,,,
SILVER CREEK HIGH SCHOOL,3434 SILVER CREEK RD,SAN,JOSE,CA,Pass*,96*,,
QUIMBY OAK SCHOOL,3190 QUIMBY RD,SAN,JOSE,CA,Pass,100,,
BANH BEO TO LAN,2995 SENTER RD,SAN,JOSE,CA,Pass*,94*,,
GEORGE LEYVA JR HIGH SCHOOL,1865 MONROVIA DR,SAN,JOSE,CA,Pass,98,,
EVERGREEN CENTRAL KITCHEN FACILI,2828 CORDA DR,SAN,JOSE,CA,Pass,100,,
NORWOOD CREEK ELEMENTARY SCHOOL,3241 REMINGTON WY,SAN,JOSE,CA,Pass,89,"Sept. 25, 2014","Sept. 29, 2014"
FRESCO WORLD MARKET- TAQUERIA,2217 QUIMBY RD,SAN,JOSE,CA,Pass,84,"Jan. 15, 2015",
TOMI SUSHI & SEAFOOD BUFFET,2200 EASTRIDGE MALL ,SAN,JOSE,CA,Pass,90,,
THE OLIVE GARDEN ITALIAN RESTAURANT #4468,2226 EASTRIDGE LP,SAN,JOSE,CA,Pass,100,,
DUC HUONG,2569 S KING RD,SAN,JOSE,CA,Pass,52,,
LEE NOODLE HOUSE,2569 S KING RD,SAN,JOSE,CA,Pass,55,,
QUE HUONG FAST FOOD,2549 S KING RD,SAN,JOSE,CA,Pass,45,,
CAO-NGUYEN RESTAURANT,2549 S KING RD,SAN,JOSE,CA,Pass,95,,
LEE'S SANDWICHES CORP,2525 S KING RD,SAN,JOSE,CA,Pass,53,,
NEW CHINA STATION B-B-Q,1710 TULLY RD,SAN,JOSE,CA,Pass,49
KIM LOI RESTAURANT,1716 TULLY RD,SAN,JOSE,CA,Pass,68
408 CAFE,1692 TULLY RD,SAN,JOSE,CA,Pass,66
EL GRULLO MEXICAN FOOD,2444 ALVIN AV,SAN,JOSE,CA,Pass,57
PHO HOA RESTAURANT @ 1834,1834 TULLY RD,SAN,JOSE,CA,Pass,50
